username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
dgc,9.695668414776883e-05,0.00013175686399313267,0.00011435677407045075,,,,,,,,,,,,,,,,,,,
melooking4u,3.598846430237772e-05,0.0001924828489965956,0.00011423565664948666,,,,,,,,,,,,,,,,,,,
gwenv,5.3299826936980737e-05,0.00017511156301490253,0.00011420569497594163,18220.0,18220.0,18220.0,0.0,44.0,female,"strasbourg, france",white,architect,single,no children,spiritual,straight,female,"born and raised in france, but south african at heart, i love diversity.",41-50,"{'african', 'south', 'born', 'heart', 'france', 'diversity', 'love', 'raised'}",born rais franc south african heart love divers,"{'african', 'south', 'born', 'heart', 'rais', 'divers', 'franc', 'love'}"
user_50738,6.753835978370436e-05,0.0001604575801620325,0.00011399796997286844,35621.0,35622.0,35622.0,0.0,31.0,male,"murcia, spain",white,,single,no children,christian,straight,male,,31-40,,,
migtzab,7.80800435740614e-05,0.00014955106764680433,0.00011381555561043287,8724.0,8724.0,8724.0,0.0,52.0,female,"caracas, distrito capital, venezuela",hispanic,publicista,single,no children,christian,straight,female,,51-60,,,
mike258,0.00014435571570470956,8.326822555770476e-05,0.00011381197063120716,21916.0,21916.0,21916.0,0.0,46.0,male,"opotiki, new zealand",white,market gardener,single,no children,spiritual,straight,male,just a guy looking for that someone special to experience life with down to earth love the outdoors live in the country. if you want to know more just ask. i am open minded.,41-50,"{'live', 'looking', 'know', 'experience', 'open', 'minded', 'guy', 'life', 'outdoors', 'someone', 'want', 'ask', 'earth', 'special', 'country', 'love'}",guy look someon special experi life earth love outdoor live countri want know ask open mind,"{'countri', 'live', 'know', 'open', 'experi', 'guy', 'look', 'life', 'ask', 'want', 'mind', 'earth', 'special', 'someon', 'love', 'outdoor'}"
mariarosal,9.919793417433734e-05,0.00012839445789184986,0.0001137961960330936,,,,,,,,,,,,,,,,,,,
salo19,0.00010158172332641981,0.00012597773727861407,0.00011377973030251694,14880.0,14880.0,14880.0,0.0,50.0,female,"mexico city, cdmx, mexico",mixed,investigadora,single,don't want children,other,straight,female,,51-60,,,
rruthrromero,0.00010158172332641981,0.00012597773727861407,0.00011377973030251694,12555.0,12555.0,12555.0,0.0,46.0,female,"bogota, colombia",hispanic,calidad,single,1-2 living with me,spiritual,straight,female,,41-50,,,
yenny031991,0.00010158172332641981,0.00012597773727861407,0.00011377973030251694,,,,,,,,,,,,,,,,,,,
pieterbaan,0.00011017217197680743,0.00011722732740715242,0.00011369974969197992,4587.0,4587.0,4587.0,0.0,54.0,male,"groningen, netherlands",white,researcher,single,no children,atheist,straight,male,,51-60,,,
russellw,0.00011067742757582529,0.00011644236699015152,0.0001135598972829884,,,,,,,,,,,,,,,,,,,
aloap,6.592584050530476e-05,0.00016087727958916153,0.00011340156004723315,15045.0,15045.0,15045.0,0.0,48.0,female,"quito, ecuador",hispanic,comunicadora social,single,no children,christian,straight,female,,41-50,,,
fleaishac,7.778063948558064e-05,0.00014865720430505387,0.00011321892189531725,,,,,,,,,,,,,,,,,,,
herick,3.090824079771668e-05,0.0001949763202711462,0.00011294228053443144,16097.0,16097.0,16097.0,0.0,39.0,male,"floriana, malta",hispanic,tecnico,single,no children,christian,straight,male,,31-40,,,
irishguy590,7.307066022960337e-05,0.00015273785642249587,0.00011290425832604961,37844.0,37845.0,37845.0,0.0,55.0,male,"donegal, ireland",white,farmer,single,no children,christian,straight,male,,51-60,,,
yela,2.8330589191651622e-05,0.00019740930786315165,0.00011286994852740164,114.0,114.0,114.0,0.0,46.0,female,"lima, peru",hispanic,online customer service for a service company,separated,1-2 living with me,christian,straight,female,"i am looking for a man who wants to be my life partner, that we are together and we support each other. let him be my partner, friend and love. i am a professional, fighter, hard-working, loving and sociable woman.",41-50,"{'fighter', 'friend', 'together', 'looking', 'professional', 'partner', 'life', 'support', 'wants', 'man', 'hardworking', 'sociable', 'loving', 'let', 'love', 'woman'}",look man want life partner togeth support let partner friend love profession fighter hardwork love sociabl woman,"{'fighter', 'friend', 'partner', 'look', 'life', 'support', 'hardwork', 'want', 'man', 'profession', 'togeth', 'sociabl', 'let', 'love', 'woman'}"
elizabeth_83,4.0239621934153536e-05,0.00018515215561803718,0.00011269588877609535,24011.0,24011.0,24011.0,0.0,40.0,female,"guatemala city, guatemala",hispanic,secretary and teacher,single,no children,christian,straight,female,,41-50,,,
finn,7.208213108599639e-05,0.0001532171337310609,0.00011264963240852865,39467.0,39468.0,39468.0,0.0,55.0,male,"vernon, bc, canada",white,steel fabricator/blacksmith,divorced,1-2 living elsewhere,spiritual,straight,male,"i am a happy, playful man that likes to have fun. i enjoy many different activities especially outdoors like fishing, hunting, camping, biking, climbing, swimming and boating. romantic walks on the beach, talking all night or snuggling together and watching a movie.

i like to eat healthy and stay fit. i am not really a gym rat (except the climbing gym) but i like physical activities. 
i enjoy reading when i have the time. mostly it has been self help books or research for a project as of late, but i have a couple of brain candy books that i am going to get into when i get some time. i have been learning to play the guitar the last few months end really enjoy it. music is becoming a big part of my life lately. 
i am a gentleman at heart so chivalry is important. i iike to treat a lady well. i am looking for someone who is responsible and fun with a generally positive outlook. 
i work at what i love to do and enjoy life the best that i can.",51-60,"{'lady', 'happy', 'watching', 'love', 'fun', 'books', 'late', 'get', 'movie', 'enjoy', 'stay', 'important', 'going', 'romantic', 'night', 'rat', 'heart', 'iike', 'learning', 'responsible', 'research', 'healthy', 'generally', 'really', 'life', 'work', 'candy', 'help', 'many', 'reading', 'looking', 'man', 'self', 'snuggling', 'music', 'mostly', 'treat', 'playful', 'positive', 'gentleman', 'except', 'play', 'brain', 'beach', 'best', 'months', 'different', 'eat', 'time', 'fishing', 'outdoors', 'project', 'talking', 'becoming', 'likes', 'big', 'chivalry', 'guitar', 'walks', 'fit', 'gym', 'part', 'together', 'lately', 'activities', 'swimming', 'physical', 'like', 'hunting', 'outlook', 'well', 'last', 'boating', 'biking', 'end', 'especially', 'camping', 'someone', 'climbing', 'couple'}",happi play man like fun enjoy mani differ activ especi outdoor like fish hunt camp bike climb swim boat romant walk beach talk night snuggl togeth watch movi like eat healthi stay fit realli gym rat except climb gym like physic activ enjoy read time mostli self help book research project late coupl brain candi book go get get time learn play guitar last month end realli enjoy music becom big part life late gentleman heart chivalri import iik treat ladi well look someon respons fun gener posit outlook work love enjoy life best,"{'talk', 'gener', 'love', 'learn', 'iik', 'fun', 'late', 'get', 'differ', 'enjoy', 'stay', 'fish', 'night', 'watch', 'heart', 'especi', 'camp', 'rat', 'physic', 'research', 'life', 'look', 'work', 'help', 'candi', 'man', 'self', 'romant', 'respons', 'music', 'treat', 'activ', 'gentleman', 'except', 'play', 'brain', 'outdoor', 'beach', 'best', 'walk', 'eat', 'someon', 'time', 'bike', 'climb', 'mani', 'snuggl', 'ladi', 'project', 'coupl', 'hunt', 'go', 'big', 'guitar', 'fit', 'chivalri', 'swim', 'posit', 'gym', 'togeth', 'happi', 'part', 'movi', 'import', 'realli', 'like', 'outlook', 'well', 'last', 'read', 'becom', 'end', 'month', 'boat', 'mostli', 'book', 'healthi'}"
finn,7.208213108599639e-05,0.0001532171337310609,0.00011264963240852865,53033.0,53044.0,2176.0,1.0,37.0,female,"orlova, czech republic",,nurse,single,,,,female,"am a loyal and a cool lady that love making people around me happy and make life more easier and sweet able.
",31-40,"{'lady', 'happy', 'sweet', 'able', 'people', 'around', 'life', 'making', 'cool', 'easier', 'make', 'loyal', 'love'}",loyal cool ladi love make peopl around happi make life easier sweet abl,"{'abl', 'sweet', 'easier', 'around', 'life', 'cool', 'peopl', 'ladi', 'happi', 'make', 'loyal', 'love'}"
nice1961,7.208213108599639e-05,0.0001532171337310609,0.00011264963240852865,31034.0,31034.0,31034.0,0.0,55.0,male,"painted post, ny, usa",mixed,retried,single,1-2 living with me,christian,straight,male,,51-60,,,
curtisj,7.208213108599639e-05,0.0001532171337310609,0.00011264963240852865,37442.0,37443.0,37443.0,0.0,48.0,male,"miami, fl, usa",black,,single,1-2 living elsewhere,other,straight,male,,41-50,,,
argiea,8.673301891929355e-05,0.000138377731611722,0.00011255537526550776,,,,,,,,,,,,,,,,,,,
yayatruram,5.719133347081995e-05,0.00016781120922902999,0.00011250127134992496,,,,,,,,,,,,,,,,,,,
niconti,8.0806991764424e-05,0.00014337493841926955,0.00011209096509184678,,,,,,,,,,,,,,,,,,,
doctork4u2,0.00013140210361015867,9.264535363631516e-05,0.00011202372862323691,,,,,,,,,,,,,,,,,,,
jayr042,0.00013140210361015867,9.264535363631516e-05,0.00011202372862323691,45733.0,45734.0,45734.0,0.0,34.0,male,"new york, ny, usa",hispanic,it systems analyst,single,no children,atheist,straight,male,"hi, i'm jay. i'm about my career right now, so i'm not looking to start anything serious, solely nsa fun. i'll definitely let you know if something further is in the cards.",31-40,"{'m', 'nsa', 'right', 'looking', 'fun', 'hi', 'anything', 'solely', 'career', 'definitely', 'know', 'serious', 'start', 'jay', 'something', 'cards', 'let', 'll'}",hi m jay m career right m look start anyth seriou sole nsa fun ll definit let know someth card,"{'m', 'nsa', 'right', 'know', 'fun', 'hi', 'definit', 'career', 'anyth', 'look', 'start', 'jay', 'seriou', 'someth', 'let', 'sole', 'card', 'll'}"
xxyyzz,0.00013140210361015867,9.264535363631516e-05,0.00011202372862323691,11300.0,11300.0,11300.0,0.0,52.0,male,"sao paulo - state of sao paulo, brazil",white,teacher,single,want children,other,straight,male,i like to study and work (and do sports). i was never married and i have no kids. i am looking for woman that has also never been married and with no kids.,51-60,"{'never', 'looking', 'sports', 'married', 'work', 'also', 'like', 'study', 'woman', 'kids'}",like studi work sport never marri kid look woman also never marri kid,"{'sport', 'never', 'marri', 'kid', 'look', 'work', 'also', 'like', 'studi', 'woman'}"
iambluelotus,6.366529396421803e-05,0.00015982972234513258,0.0001117475081546753,30926.0,30926.0,30926.0,0.0,69.0,female,"nakhon ratchasima, thailand",asian,retired teacher,divorced,1-2 living elsewhere,buddhist,straight,female,,61-70,,,
lisbethangel,9.356746509359917e-05,0.00012978037839690677,0.00011167392174525297,32964.0,32964.0,32964.0,0.0,40.0,female,"maracay, aragua, venezuela",hispanic,,divorced,1-2 living with me,other,straight,female,,41-50,,,
gaga89,9.356746509359917e-05,0.00012978037839690677,0.00011167392174525297,,,,,,,,,,,,,,,,,,,
skullicious_queen,9.356746509359917e-05,0.00012978037839690677,0.00011167392174525297,,,,,,,,,,,,,,,,,,,
zoomie68,9.356746509359917e-05,0.00012978037839690677,0.00011167392174525297,,,,,,,,,,,,,,,,,,,
ahmela,9.356746509359917e-05,0.00012978037839690677,0.00011167392174525297,45726.0,45727.0,45727.0,0.0,35.0,female,"cagayan de oro, misamis oriental, philippines",asian,supervisor/bpo company,single,want children,christian,straight,female,,31-40,,,
adrianat,8.824041633673951e-05,0.00013503970128729776,0.00011164005881201863,44327.0,44328.0,44328.0,0.0,49.0,female,"la guitarrilla, 48500 cocula, jal., mexico",white,,single,no children,spiritual,straight,female,,41-50,,,
laugzz,1.6538412673847016e-05,0.00020657763581985092,0.00011155802424684897,,,,,,,,,,,,,,,,,,,
anlg,1.6538412673847016e-05,0.00020657763581985092,0.00011155802424684897,,,,,,,,,,,,,,,,,,,
william69,3.248208771583439e-05,0.00019046744889413252,0.00011147476830498346,16714.0,16714.0,16714.0,0.0,53.0,male,"fort lauderdale, fl, usa",,telemarketer,single,no children,christian,straight,male,,51-60,,,
paulc,0.00015995784372636442,6.293468650813531e-05,0.00011144626511724987,,,,,,,,,,,,,,,,,,,
rafaels,5.2706402784875494e-05,0.00016992732553535933,0.00011131686416011741,43330.0,43331.0,43331.0,0.0,27.0,male,"cajamar - sp, brazil",mixed,,single,no children,other,straight,male,seeking a woman que want something serious that come to me! i want a woman who loves me as i will love and be all hers,21-30,"{'que', 'loves', 'serious', 'come', 'want', 'something', 'seeking', 'love', 'woman'}",seek woman que want someth seriou come want woman love love,"{'seek', 'que', 'seriou', 'want', 'come', 'someth', 'love', 'woman'}"
fulloflove,0.00013724819245910648,8.53560002192404e-05,0.00011130209633917344,,,,,,,,,,,,,,,,,,,
zoki,0.00013724819245910648,8.53560002192404e-05,0.00011130209633917344,,,,,,,,,,,,,,,,,,,
happycamper,0.00013724819245910648,8.53560002192404e-05,0.00011130209633917344,,,,,,,,,,,,,,,,,,,
bobz,0.00013724819245910648,8.53560002192404e-05,0.00011130209633917344,,,,,,,,,,,,,,,,,,,
natalka,0.00012418238418713694,9.740114324010928e-05,0.00011079176371362311,,,,,,,,,,,,,,,,,,,
inessa26,9.793037689457107e-05,0.00012354014863402097,0.00011073526276429602,,,,,,,,,,,,,,,,,,,
gernica,0.00010558853276077005,0.00011586508254882722,0.00011072680765479863,32306.0,32306.0,32306.0,0.0,56.0,female,"toronto, on, canada",white,nurse,divorced,1-2 living elsewhere,christian,straight,female,,51-60,,,
umut_003,8.215735584116597e-05,0.00013923089503406038,0.00011069412543761317,,,,,,,,,,,,,,,,,,,
mandell6,4.653197920097292e-05,0.00017379679202611176,0.00011016438561354234,14316.0,14316.0,14316.0,0.0,38.0,male,"castries, st lucia",black,accountant,single,want children,spiritual,straight,male,,31-40,,,
alisondayanacy,0.00011178741194915862,0.00010851364038425911,0.00011015052616670886,,,,,,,,,,,,,,,,,,,
makcal,2.6986457734556156e-05,0.0001929153083700124,0.00010995088305228428,14520.0,14520.0,14520.0,0.0,58.0,male,"guatemala city, guatemala",white,constructor,separated,want children,christian,straight,male,,51-60,,,
janeth1,2.5736884868625122e-05,0.00019408102715309824,0.00010990895601086168,10466.0,10466.0,10466.0,0.0,46.0,female,"cartagena, provincia de cartagena, bolivar, colombia",hispanic,ingeniera,single,don't want children,atheist,straight,female,,41-50,,,
edic,8.743052019525247e-05,0.00013202182650392323,0.00010972617334958784,27500.0,27500.0,27500.0,0.0,55.0,female,"panama city, panama",hispanic,,separated,1-2 living with me,christian,straight,female,,51-60,,,
sova01,8.743052019525247e-05,0.00013202182650392323,0.00010972617334958784,,,,,,,,,,,,,,,,,,,
sue124,8.743052019525247e-05,0.00013202182650392323,0.00010972617334958784,,,,,,,,,,,,,,,,,,,
sishukan,8.743052019525247e-05,0.00013202182650392323,0.00010972617334958784,26697.0,26697.0,26697.0,0.0,54.0,female,"quito, ecuador",hispanic,,divorced,1-2 living with me,spiritual,straight,female,,51-60,,,
stanislava,0.00015246772126990875,6.576030266631826e-05,0.00010911401196811351,,,,,,,,,,,,,,,,,,,
barb951,0.00015246772126990875,6.576030266631826e-05,0.00010911401196811351,,,,,,,,,,,,,,,,,,,
bienaysi,4.390960432691521e-05,0.00017430160357395096,0.00010910560395043309,36043.0,36044.0,36044.0,0.0,35.0,female,"las tunas, cuba",hispanic,camarera,single,1-2 living with me,other,straight,female,,31-40,,,
soe07,4.390960432691521e-05,0.00017430160357395096,0.00010910560395043309,,,,,,,,,,,,,,,,,,,
quynhnhu216,4.390960432691521e-05,0.00017430160357395096,0.00010910560395043309,36602.0,36603.0,36603.0,0.0,33.0,female,"ho chi minh city, ho chi minh 70000, vietnam",asian,,single,no children,buddhist,straight,female,"i made this profile to meet someone who shares my interests and passions in life.i hope you are genuine and honest about yourself and your interests. i am looking for a serious relationship, but i'm not looking to jump into anything without getting to know someone first. we can take things slow and make sure we are compatible.i'm not a play girl.",31-40,"{'anything', 'slow', 'profile', 'jump', 'meet', 'take', 'looking', 'without', 'girl', 'relationship', 'lifei', 'serious', 'things', 'passions', 'genuine', 'm', 'first', 'know', 'sure', 'made', 'make', 'hope', 'getting', 'someone', 'compatiblei', 'interests', 'play', 'shares', 'honest'}",made profil meet someon share interest passion lifei hope genuin honest interest look seriou relationship m look jump anyth without get know someon first take thing slow make sure compatiblei m play girl,"{'profil', 'jump', 'slow', 'look', 'seriou', 'meet', 'someon', 'take', 'without', 'girl', 'relationship', 'lifei', 'get', 'm', 'first', 'know', 'passion', 'share', 'anyth', 'genuin', 'thing', 'sure', 'made', 'make', 'hope', 'interest', 'compatiblei', 'play', 'honest'}"
santaboada,2.9102180199992023e-05,0.00018854717527555382,0.00010882467773777293,31117.0,31117.0,31117.0,0.0,32.0,female,"bogota, colombia",hispanic,administradora de empresas,single,1-2 living with me,spiritual,straight,female,,31-40,,,
adelar,2.9102180199992023e-05,0.00018854717527555382,0.00010882467773777293,,,,,,,,,,,,,,,,,,,
dannasaan,2.634828891605116e-05,0.00019067003231744618,0.00010850916061674868,13071.0,13071.0,13071.0,0.0,23.0,female,"iquitos, peru",hispanic,,single,no children,other,straight,female,,21-30,,,
teffy5000,2.634828891605116e-05,0.00019067003231744618,0.00010850916061674868,29978.0,29978.0,29978.0,0.0,30.0,female,"la paz, bolivia",white,,single,no children,christian,straight,female,"i have a lot of dogs, so the man really interested in me must to support me with them and love them",31-40,"{'dogs', 'interested', 'really', 'support', 'man', 'must', 'lot', 'love'}",lot dog man realli interest must support love,"{'interest', 'realli', 'dog', 'support', 'man', 'must', 'lot', 'love'}"
yess,2.634828891605116e-05,0.00019067003231744618,0.00010850916061674868,39448.0,39449.0,39449.0,0.0,39.0,female,"distrito de lima, peru",white,promotora de ventas,single,1-2 living with me,other,straight,female,,31-40,,,
jade77,2.634828891605116e-05,0.00019067003231744618,0.00010850916061674868,13218.0,13218.0,13218.0,0.0,36.0,female,"ciudad de mexico, cdmx, mexico",hispanic,,single,no children,spiritual,straight,female,,31-40,,,
mayraa,2.634828891605116e-05,0.00019067003231744618,0.00010850916061674868,34131.0,34132.0,34132.0,0.0,37.0,female,"guayaquil, ecuador",hispanic,,single,want children,spiritual,straight,female,,31-40,,,
kittymonable,2.634828891605116e-05,0.00019067003231744618,0.00010850916061674868,,,,,,,,,,,,,,,,,,,
carolinam23,2.634828891605116e-05,0.00019067003231744618,0.00010850916061674868,33770.0,33771.0,33771.0,0.0,25.0,female,"new york, ny, usa",hispanic,,single,1-2 living with me,christian,straight,female,,21-30,,,
jeannieantezana,2.634828891605116e-05,0.00019067003231744618,0.00010850916061674868,36756.0,36757.0,36757.0,0.0,45.0,female,"la paz, bolivia",hispanic,"empresaria, activista, escritora",divorced,1-2 living elsewhere,other,straight,female,,41-50,,,
michellet,2.634828891605116e-05,0.00019067003231744618,0.00010850916061674868,36911.0,36912.0,36912.0,0.0,29.0,female,"tegucigalpa, honduras",hispanic,,single,1-2 living with me,christian,straight,female,,21-30,,,
alicey,2.634828891605116e-05,0.00019067003231744618,0.00010850916061674868,39436.0,39437.0,39437.0,0.0,53.0,female,"taipei, taiwan",asian,,single,1-2 living with me,atheist,straight,female,,51-60,,,
hugoboss0302,5.3898844141562936e-05,0.0001630173015690541,0.00010845807285530852,,,,,,,,,,,,,,,,,,,
marfil688,8.31231692772955e-05,0.00013350192889934366,0.00010831254908831957,,,,,,,,,,,,,,,,,,,
kasen1971,1.4908406080934387e-05,0.0002016821472558166,0.0001082952766683755,,,,,,,,,,,,,,,,,,,
perico,3.582088413507721e-05,0.00018020645208601945,0.00010801366811054833,17454.0,17454.0,17454.0,0.0,52.0,male,"portland, or, usa",white,social worker,divorced,1-2 living elsewhere,christian,straight,male,,51-60,,,
liure,5.066549053662771e-05,0.0001653363066281069,0.0001080008985823673,,,,,,,,,,,,,,,,,,,
kei07,2.5489836394372943e-05,0.00018956802574835688,0.00010752893107136491,38469.0,38470.0,38470.0,0.0,36.0,female,"las pinas, metro manila, philippines",asian,,single,no children,christian,straight,female,,31-40,,,
shinitad,2.5489836394372943e-05,0.00018956802574835688,0.00010752893107136491,,,,,,,,,,,,,,,,,,,
yesenia,2.5489836394372943e-05,0.00018956802574835688,0.00010752893107136491,37362.0,37363.0,37363.0,0.0,47.0,female,"tijuana, b.c., mexico",hispanic,comerciante,single,no children,christian,straight,female,,41-50,,,
nadiaboricua,2.5489836394372943e-05,0.00018956802574835688,0.00010752893107136491,38351.0,38352.0,38352.0,0.0,35.0,female,"anchorage, ak, usa",hispanic,nurse,single,more than 2 living elsewhere,other,straight,female,,31-40,,,
adriannahh,3.7201696113492524e-05,0.00017708745777949954,0.00010714457694649603,5491.0,5491.0,5491.0,0.0,25.0,female,"san pedro sula, honduras",hispanic,estudiante,single,no children,other,straight,female,,21-30,,,
nursaule,3.7201696113492524e-05,0.00017708745777949954,0.00010714457694649603,21603.0,21603.0,21603.0,0.0,36.0,female,"aktobe, kazakhstan",asian,,single,no children,muslim,straight,female,"hello, my name is nursaule. i'm from kazakhstan. i was born and live in my native country. currently working. sometimes i travel. i love free time to read books, walk in the fresh air. i love nature. i dream of living in a city where there will be a lot of trees, as trees grow in my country. i dream of meeting a good, reliable person for serious relations. i like to be honest and appreciate people for their openness and honesty. i do not like people who promise a lot and do nothing.",31-40,"{'nursaule', 'hello', 'sometimes', 'walk', 'kazakhstan', 'nothing', 'free', 'travel', 'working', 'country', 'living', 'time', 'love', 'trees', 'books', 'city', 'serious', 'dream', 'relations', 'good', 'meeting', 'appreciate', 'nature', 'lot', 'reliable', 'm', 'promise', 'live', 'grow', 'openness', 'person', 'like', 'native', 'name', 'currently', 'born', 'read', 'people', 'air', 'fresh', 'honesty', 'honest'}",hello name nursaul m kazakhstan born live nativ countri current work sometim travel love free time read book walk fresh air love natur dream live citi lot tree tree grow countri dream meet good reliabl person seriou relat like honest appreci peopl open honesti like peopl promis lot noth,"{'hello', 'current', 'walk', 'work', 'seriou', 'kazakhstan', 'free', 'tree', 'travel', 'meet', 'nativ', 'time', 'love', 'promis', 'natur', 'honest', 'dream', 'sometim', 'good', 'lot', 'm', 'live', 'grow', 'open', 'person', 'like', 'noth', 'nursaul', 'name', 'relat', 'born', 'read', 'reliabl', 'citi', 'air', 'peopl', 'fresh', 'honesti', 'book', 'appreci', 'countri'}"
lathaisha,3.7201696113492524e-05,0.00017708745777949954,0.00010714457694649603,21572.0,21572.0,21572.0,0.0,43.0,female,"causeway bay, hong kong",asian,working in hongkong as a part time job,single,1-2 living with me,christian,straight,female,,41-50,,,
ros22,3.7201696113492524e-05,0.00017708745777949954,0.00010714457694649603,,,,,,,,,,,,,,,,,,,
amanda52,0.00011453544092673715,9.974605438072149e-05,0.00010714074765372933,,,,,,,,,,,,,,,,,,,
dennysc,0.00011453544092673715,9.974605438072149e-05,0.00010714074765372933,31683.0,31683.0,31683.0,0.0,39.0,female,"new york, ny, usa",hispanic,,single,no children,other,straight,female,,31-40,,,
ruthalex,7.128493380866126e-05,0.00014296819117785305,0.00010712656249325716,,,,,,,,,,,,,,,,,,,
luzcesita,6.35270455047351e-05,0.00015035403481526363,0.00010694054015999936,,,,,,,,,,,,,,,,,,,
elizabeth1,0.00010890025512892308,0.00010493378643773666,0.00010691702078332987,,,,,,,,,,,,,,,,,,,
milanka,0.00011231043631959616,0.0001011367204670788,0.00010672357839333748,,,,,,,,,,,,,,,,,,,
superram67,0.0001256388125921605,8.653797960058635e-05,0.00010608839609637342,7217.0,7217.0,7217.0,0.0,56.0,male,"grandview, mo, usa",white,retail,single,no children,christian,straight,male,"i am an easy going guy who is drama free. 
i enjoy having fun in life, like camping, gaming, watching movies and listening to music. 
i am seeking real true love that will last until i die. 
i consider myself to be an honest man whose is real and legit and have a sense of humor. 
i too am in search of real and true passionate heart felt love, but alas, . . to no avail that i might find it on a dating site, which is in my opinion is another ""over-exposed"" site that anyone can be anybody but their true selves whilst harboring agendas that these type of sites weren't created for. 
i'm brutally honest and if that makes ppl uncomfortable, then it is well that i don't connect with them. 
i consider myself honest, and having real values of being human, which include values to be admired. 
but i must reveal to you that i roll with a slow hand. 
i want to actually get to know someone as i would hope they would actually want to know me. 
so if i interest you, then leave me a message. 
and please have your info in your profile correct and accurately,such as age & location please.",51-60,"{'drama', 'watching', 'profile', 'leave', 'hand', 'love', 'avail', 'fun', 'correct', 'sites', 'get', 'ppl', 'want', 'anybody', 'enjoy', 'harboring', 'makes', 'm', 'going', 'seeking', 'must', 'hope', 'include', 'heart', 'reveal', 'info', 'slow', 'life', 'roll', 'opinion', 'search', 'might', 'real', 'man', 'sense', 'selves', 'created', 'music', 'easy', 'connect', 'guy', 'another', 'felt', 'type', 'alas', 'message', 'movies', 'free', 'site', 'true', 'accurately', 'legit', 'gaming', 'age', 'overexposed', 'please', 'listening', 'find', 'location', 'nt', 'humor', 'brutally', 'values', 'admired', 'honest', 'actually', 'agendas', 'human', 'would', 'anyone', 'consider', 'die', 'know', 'dating', 'uncomfortable', 'like', 'well', 'last', 'interest', 'whilst', 'camping', 'someone', 'whose', 'passionate'}",easi go guy drama free enjoy fun life like camp game watch movi listen music seek real true love last die consid honest man whose real legit sens humor search real true passion heart felt love ala avail might find date site opinion anoth overexpos site anyon anybodi true selv whilst harbor agenda type site nt creat m brutal honest make ppl uncomfort well nt connect consid honest real valu human includ valu admir must reveal roll slow hand want actual get know someon would hope would actual want know interest leav messag pleas info profil correct accur age locat pleas,"{'drama', 'admir', 'leav', 'sens', 'hand', 'love', 'avail', 'fun', 'correct', 'get', 'ppl', 'want', 'enjoy', 'harbor', 'm', 'consid', 'must', 'hope', 'brutal', 'watch', 'camp', 'heart', 'ala', 'messag', 'valu', 'reveal', 'info', 'slow', 'life', 'roll', 'opinion', 'search', 'might', 'real', 'man', 'actual', 'anyon', 'locat', 'music', 'make', 'anybodi', 'anoth', 'connect', 'guy', 'type', 'felt', 'listen', 'free', 'pleas', 'someon', 'overexpos', 'site', 'true', 'legit', 'age', 'creat', 'passion', 'easi', 'find', 'includ', 'go', 'nt', 'humor', 'agenda', 'honest', 'profil', 'human', 'would', 'selv', 'seek', 'game', 'movi', 'die', 'know', 'accur', 'like', 'well', 'last', 'date', 'interest', 'uncomfort', 'whilst', 'whose'}"
jesus2720,0.0001256388125921605,8.653797960058635e-05,0.00010608839609637342,,,,,,,,,,,,,,,,,,,
attila54,4.0540686621243404e-05,0.00017160184743934758,0.0001060712670302955,,,,,,,,,,,,,,,,,,,
richards,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,19666.0,19666.0,19666.0,0.0,34.0,male,"flushing, queens, ny, usa",hispanic,,single,want children,christian,straight,male,,31-40,,,
danielr,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,,,,,,,,,,,,,,,,,,,
tenderlyheart,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,,,,,,,,,,,,,,,,,,,
neal28,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,,,,,,,,,,,,,,,,,,,
richards,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,53589.0,53606.0,78.0,1.0,56.0,male,,white,orthodontist,widowed,1-2 children living elsewhere,christian,straight,male,"i am quite an intro with sense of good humou
",51-60,"{'intro', 'sense', 'good', 'quite', 'humou'}",quit intro sens good humou,"{'intro', 'sens', 'good', 'quit', 'humou'}"
franciscobac777,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,,,,,,,,,,,,,,,,,,,
jasonb234,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,33174.0,33175.0,33175.0,0.0,42.0,male,"bath, pa 18014, usa",white,disabled,single,want children,christian,straight,male,,41-50,,,
licj,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,32896.0,32896.0,32896.0,0.0,35.0,male,"playa del carmen, quintana roo, mexico",hispanic,,single,1-2 living with me,christian,straight,male,,31-40,,,
joshual23,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,,,,,,,,,,,,,,,,,,,
frankc2,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,32969.0,32969.0,32969.0,0.0,65.0,male,"margate, fl, usa",hispanic,air conditioning contractor,separated,want children,christian,straight,male,,61-70,,,
